Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch
388,80,RL,72.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,5,5,CBlock,5,5,3,5.0,631.0,2.0,0.0,410.0,1041.0,GasA,10,1,5.0,1125,0,0,1125,1.0,0.0,1,0,3,1,5,6,10,1,Fa,Detchd,1977.0,2,1.0,352.0,5,5,3,296,0,0,0,0,0,0,5,nan,0,10,2009,WD,Abnorml,125000,296,296
389,20,RL,93.0,9382,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,1468.0,1468.0,GasA,10,1,5.0,1479,0,0,1479,0.0,0.0,2,0,3,1,7,6,10,0,nan,Attchd,1999.0,3,2.0,577.0,5,5,3,120,25,0,0,0,0,0,0,nan,0,7,2008,WD,Normal,191000,145,145
390,60,RL,96.0,12474,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,10,5,PConc,10,5,3,10.0,1280.0,2.0,0.0,402.0,1682.0,GasA,10,1,5.0,1742,590,0,2332,1.0,0.0,2,1,3,1,10,9,10,1,Ex,BuiltIn,2008.0,5,3.0,846.0,5,5,3,196,134,0,0,0,0,0,0,nan,0,8,2008,New,Partial,426000,330,330
391,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,7,1,5.5,241.0,3.0,391.0,229.0,861.0,GasA,10,1,5.0,961,406,0,1367,1.0,0.0,1,0,4,1,5,7,10,0,nan,Detchd,1978.0,2,1.0,384.0,5,5,3,0,130,112,0,0,0,0,3,nan,0,4,2008,WD,Normal,119000,242,242
392,60,RL,71.0,12209,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,10,5,1,5.0,690.0,2.0,0.0,114.0,804.0,GasA,10,1,5.0,804,1157,0,1961,1.0,0.0,2,1,3,1,7,7,10,1,TA,BuiltIn,2001.0,5,2.0,560.0,5,5,3,125,192,0,0,0,0,0,0,nan,0,6,2009,WD,Normal,215000,317,317
393,20,RL,,8339,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,Slab,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5,1,5.0,882,0,0,882,0.0,0.0,1,0,3,1,5,5,10,0,nan,Attchd,1959.0,3,1.0,294.0,5,5,3,0,0,0,0,0,0,0,3,Shed,1200,7,2007,WD,Normal,106500,0,0
394,30,RL,,7446,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,5,5,CBlock,5,5,1,5.5,266.0,2.0,0.0,522.0,788.0,GasA,5,1,3.0,788,0,0,788,0.0,0.0,1,0,2,1,5,4,10,2,TA,nan,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,5,nan,0,4,2006,WD,Abnorml,100000,0,0
395,50,RL,60.0,10134,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,735.0,735.0,GasA,7,1,3.0,735,299,0,1034,0.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1940.0,2,1.0,240.0,5,5,3,0,39,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,109000,39,39
396,20,RL,68.0,9571,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,3,3.0,739.0,2.0,0.0,405.0,1144.0,GasA,5,1,5.0,1144,0,0,1144,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1956.0,2,1.0,596.0,5,5,3,44,0,0,0,0,0,0,0,nan,0,6,2010,WD,Normal,129000,44,44
397,20,RL,60.0,7200,Pave,nan,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,3,5.5,777.0,2.0,0.0,117.0,894.0,GasA,5,1,5.0,894,0,0,894,0.0,0.0,1,0,2,1,5,6,10,0,nan,Detchd,1985.0,3,2.0,600.0,5,5,3,215,0,0,0,0,0,0,0,nan,0,9,2009,WD,Normal,123000,215,215
398,60,RL,69.0,7590,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,5,5,CBlock,5,5,1,5.0,540.0,2.0,0.0,324.0,864.0,GasA,5,1,5.0,876,936,0,1812,0.0,0.0,2,0,4,1,5,8,10,1,TA,Attchd,1962.0,3,1.0,264.0,5,5,3,0,168,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,169500,168,168
399,30,RM,60.0,8967,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,3,BrkTil,3,1,1,2.0,0.0,2.0,0.0,961.0,961.0,GasA,7,1,2.5,1077,0,0,1077,0.0,0.0,1,0,2,1,5,6,2,0,nan,Detchd,1920.0,2,1.0,338.0,10,1,2,0,0,0,0,0,0,0,0,nan,0,11,2007,WD,Abnorml,67000,0,0
400,60,FV,65.0,8125,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,7,5,PConc,7,5,1,10.0,812.0,2.0,0.0,280.0,1092.0,GasA,10,1,5.0,1112,438,0,1550,1.0,0.0,2,0,2,1,7,7,10,0,nan,Attchd,2007.0,5,2.0,438.0,5,5,3,0,168,0,0,0,0,0,0,nan,0,10,2009,WD,Normal,241000,168,168
401,120,RL,38.0,14963,Pave,nan,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,7,5,PConc,7,5,1,10.0,786.0,2.0,0.0,474.0,1260.0,GasA,10,1,5.0,1288,0,0,1288,1.0,0.0,1,1,1,1,10,4,10,2,Gd,Attchd,1996.0,5,2.0,500.0,5,5,3,120,30,0,0,224,0,0,0,nan,0,12,2008,WD,Normal,245500,374,374
402,20,RL,65.0,8767,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,10.0,24.0,2.0,0.0,1286.0,1310.0,GasA,10,1,5.0,1310,0,0,1310,0.0,0.0,2,0,3,1,7,6,10,1,Gd,Attchd,2005.0,5,2.0,400.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,7,2006,New,Partial,164990,0,0
403,30,RL,60.0,10200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,1,2.0,0.0,2.0,0.0,672.0,672.0,GasA,10,1,5.0,672,0,0,672,0.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1940.0,2,1.0,240.0,5,5,2,168,0,0,0,0,0,0,5,nan,0,8,2008,WD,Normal,108000,168,168
404,60,RL,93.0,12090,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,1141.0,1141.0,GasA,7,1,5.0,1165,1098,0,2263,0.0,0.0,2,1,4,1,7,10,10,1,TA,BuiltIn,1998.0,5,2.0,420.0,5,5,3,144,123,0,0,0,0,0,0,nan,0,7,2006,WD,Abnorml,258000,267,267
405,60,RL,,10364,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,806.0,806.0,GasA,7,1,5.0,806,766,0,1572,0.0,0.0,2,1,3,1,5,7,10,1,TA,BuiltIn,1995.0,5,2.0,373.0,5,5,3,0,40,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,168000,40,40
406,20,RL,,9991,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,5,5,CBlock,5,5,1,3.0,1116.0,2.0,0.0,165.0,1281.0,GasA,10,1,5.0,1620,0,0,1620,1.0,0.0,2,0,3,1,5,8,8,1,TA,Attchd,1993.0,2,2.0,490.0,5,5,3,120,78,0,0,0,0,0,5,nan,0,6,2009,WD,Normal,150000,198,198
407,50,RL,51.0,10480,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,1064.0,1064.0,GasA,10,1,3.0,1166,0,473,1639,0.0,0.0,1,0,3,1,5,6,2,0,nan,Detchd,1936.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,3,2008,WD,Normal,115000,0,0
408,70,RL,63.0,15576,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,5,5,BrkTil,7,5,1,2.0,0.0,2.0,0.0,840.0,840.0,GasA,10,1,5.0,840,840,0,1680,0.0,0.0,2,0,4,1,5,8,10,0,nan,Attchd,1960.0,2,1.0,308.0,5,5,3,0,0,160,0,0,0,0,0,nan,0,3,2008,WD,Normal,177000,160,160
409,60,RL,109.0,14154,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,7,5,PConc,10,7,1,2.0,0.0,2.0,0.0,1063.0,1063.0,GasA,10,1,5.0,1071,1101,0,2172,0.0,0.0,2,1,3,1,7,9,10,1,Gd,Attchd,2006.0,3,3.0,947.0,5,5,3,192,62,0,0,0,0,0,0,nan,0,8,2007,New,Partial,280000,254,254
410,60,FV,85.0,10800,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,7,5,PConc,10,5,1,10.0,789.0,2.0,0.0,245.0,1034.0,GasA,10,1,5.0,1050,1028,0,2078,1.0,0.0,2,1,3,1,10,8,10,1,Gd,Attchd,2008.0,5,3.0,836.0,5,5,3,0,102,0,0,0,0,0,0,nan,0,4,2008,New,Partial,339750,102,102
411,20,RL,68.0,9571,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,5,3,CBlock,5,3,1,2.0,0.0,2.0,0.0,1276.0,1276.0,GasA,5,1,3.0,1276,0,0,1276,0.0,0.0,1,0,3,1,5,5,5,0,nan,Attchd,1958.0,2,1.0,350.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2009,COD,Abnorml,60000,0,0
412,190,RL,100.0,34650,Pave,nan,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,2,5.5,1056.0,2.0,0.0,0.0,1056.0,GasA,5,0,5.0,1056,0,0,1056,1.0,0.0,1,0,3,1,5,5,10,0,nan,Attchd,1955.0,5,2.0,572.0,5,5,3,264,0,0,0,0,0,0,0,nan,0,1,2006,WD,Normal,145000,264,264
413,20,FV,,4403,Pave,nan,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,10,5,PConc,10,5,3,10.0,578.0,2.0,0.0,892.0,1470.0,GasA,10,1,5.0,1478,0,0,1478,1.0,0.0,2,1,2,1,7,7,10,1,Gd,Attchd,2009.0,5,2.0,484.0,5,5,3,0,144,0,0,0,0,0,0,nan,0,6,2010,New,Partial,222000,144,144
414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1008.0,1008.0,GasA,7,1,3.0,1028,0,0,1028,0.0,0.0,1,0,2,1,5,5,10,1,Gd,Detchd,1927.0,2,2.0,360.0,5,5,3,0,0,130,0,0,0,0,0,nan,0,3,2010,WD,Normal,115000,130,130
415,60,RL,59.0,11228,Pave,nan,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,3.0,50.0,10.0,531.0,499.0,1080.0,GasA,10,1,5.0,1080,1017,0,2097,0.0,1.0,2,1,3,1,7,9,10,1,TA,Attchd,1993.0,2,3.0,678.0,5,5,3,196,187,0,0,0,0,0,0,nan,0,12,2008,WD,Normal,228000,383,383
416,20,RL,73.0,8899,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,10.0,24.0,2.0,0.0,1316.0,1340.0,GasA,10,1,5.0,1340,0,0,1340,0.0,0.0,2,0,3,1,7,6,10,0,nan,Attchd,2007.0,5,2.0,396.0,5,5,3,100,30,0,0,0,0,0,0,nan,0,8,2007,New,Partial,181134,130,130
417,60,RL,74.0,7844,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,5,5,CBlock,5,5,1,5.0,209.0,2.0,0.0,463.0,672.0,GasA,5,1,5.0,672,728,0,1400,0.0,0.0,1,1,3,1,5,6,10,1,TA,Attchd,1978.0,5,2.0,440.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,3,2006,WD,Normal,149500,0,0
418,70,RL,86.0,22420,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,5,5,BrkTil,7,5,1,3.0,1128.0,2.0,0.0,242.0,1370.0,GasW,5,0,3.0,1370,1254,0,2624,1.0,0.0,2,1,4,1,5,10,10,1,Gd,Detchd,1918.0,2,3.0,864.0,5,5,2,0,0,0,0,0,0,0,0,nan,0,11,2007,WD,Normal,239000,0,0
419,50,RL,60.0,8160,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,5.0,312.0,2.0,0.0,444.0,756.0,GasA,3,0,4.0,756,378,0,1134,1.0,0.0,1,1,3,1,5,7,10,0,nan,Detchd,1940.0,2,1.0,240.0,5,5,1,0,0,0,0,0,0,0,0,nan,0,4,2007,WD,AdjLand,126000,0,0
420,20,RL,65.0,8450,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,5,5,1,3.0,775.0,2.0,0.0,281.0,1056.0,GasA,10,1,5.0,1056,0,0,1056,1.0,0.0,1,0,3,1,5,6,10,1,Fa,Attchd,1968.0,2,1.0,304.0,5,5,3,0,85,184,0,0,0,0,0,nan,0,7,2010,WD,Normal,142000,269,269
421,90,RM,78.0,7060,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,5,7,PConc,7,7,4,10.0,1309.0,2.0,0.0,35.0,1344.0,GasA,10,1,5.0,1344,0,0,1344,2.0,0.0,2,0,2,2,5,8,10,0,nan,Attchd,1997.0,5,4.0,784.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,11,2008,WD,Alloca,206300,0,0
422,20,RL,,16635,Pave,nan,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,7,5,CBlock,7,5,1,5.0,1246.0,2.0,0.0,356.0,1602.0,GasA,7,1,5.0,1602,0,0,1602,0.0,1.0,2,0,3,1,7,8,10,1,TA,Attchd,1977.0,5,2.0,529.0,5,5,3,240,0,0,0,0,0,0,0,nan,0,6,2009,WD,Normal,215000,240,240
423,20,RL,100.0,21750,Pave,nan,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,988.0,988.0,GasA,10,1,3.0,988,0,0,988,0.0,0.0,1,0,2,1,5,4,10,0,nan,Attchd,1954.0,3,2.0,520.0,5,5,2,0,0,0,0,0,0,0,0,nan,0,2,2008,WD,Normal,113000,0,0
424,60,RL,80.0,9200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,7,5,PConc,7,5,1,10.0,986.0,2.0,0.0,484.0,1470.0,GasA,7,1,5.0,1470,1160,0,2630,1.0,0.0,2,1,4,1,7,8,10,1,TA,Attchd,1998.0,5,3.0,696.0,5,5,3,0,66,0,0,0,0,0,0,nan,0,6,2008,WD,Normal,315000,66,66
425,20,RL,72.0,9000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,5,5,CBlock,7,5,1,1.0,616.0,2.0,0.0,580.0,1196.0,GasA,7,1,3.0,1196,0,0,1196,1.0,0.0,1,0,2,1,5,6,10,1,Gd,Attchd,1956.0,3,1.0,297.0,5,5,3,0,44,0,0,0,0,0,0,nan,0,5,2008,WD,Normal,139000,44,44
426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,7,CBlock,5,5,1,2.0,0.0,2.0,0.0,651.0,651.0,GasA,7,1,5.0,707,682,0,1389,0.0,0.0,1,1,3,1,5,6,10,2,Gd,Detchd,1947.0,2,1.0,240.0,5,5,1,0,0,126,0,0,0,0,0,nan,0,9,2009,WD,Normal,135000,126,126
427,80,RL,,12800,Pave,nan,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,7,5,PConc,7,5,4,10.0,1518.0,2.0,0.0,0.0,1518.0,GasA,7,1,5.0,1644,0,0,1644,1.0,1.0,2,0,2,1,7,5,10,1,TA,Attchd,1989.0,5,2.0,569.0,5,5,3,80,0,0,0,396,0,0,0,nan,0,8,2009,WD,Normal,275000,476,476
428,20,RL,77.0,8593,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.5,288.0,2.0,0.0,619.0,907.0,GasA,10,1,5.0,907,0,0,907,0.0,0.0,1,0,3,1,5,5,10,0,nan,Detchd,1964.0,2,1.0,352.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,7,2008,WD,Normal,109008,0,0
429,20,RL,64.0,6762,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,7,5,PConc,7,5,1,10.0,664.0,2.0,0.0,544.0,1208.0,GasA,10,1,5.0,1208,0,0,1208,1.0,0.0,2,0,2,1,7,6,10,0,nan,Attchd,2007.0,3,2.0,628.0,5,5,3,105,54,0,0,0,0,0,0,nan,0,9,2007,New,Partial,195400,159,159
430,20,RL,130.0,11457,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,7,5,2,10.0,1005.0,2.0,0.0,387.0,1392.0,GasA,5,1,5.0,1412,0,0,1412,1.0,0.0,2,0,3,1,7,6,10,1,TA,Attchd,1988.0,2,2.0,576.0,5,5,3,0,0,169,0,0,0,0,0,nan,0,3,2009,WD,Normal,175000,169,169
431,160,RM,21.0,1680,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,5,5,CBlock,5,5,1,5.0,387.0,2.0,0.0,96.0,483.0,GasA,5,1,5.0,483,504,0,987,0.0,0.0,1,1,2,1,5,4,10,0,nan,Detchd,1971.0,2,1.0,264.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,7,2008,COD,Abnorml,85400,0,0
432,50,RM,60.0,5586,Pave,nan,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,901.0,901.0,GasA,7,1,5.0,1088,110,0,1198,0.0,0.0,1,0,4,1,5,7,10,0,nan,nan,,0,0.0,0.0,0,0,2,0,98,0,0,0,0,0,3,nan,0,9,2008,ConLD,Abnorml,79900,98,98
433,160,RM,24.0,1920,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,5,5,CBlock,5,5,1,5.0,471.0,2.0,0.0,294.0,765.0,GasA,10,1,5.0,765,600,0,1365,1.0,0.0,1,1,2,1,5,6,8,0,nan,Detchd,1971.0,2,2.0,440.0,5,5,3,240,36,0,0,0,0,0,0,nan,0,8,2007,WD,Normal,122500,276,276
434,60,RL,100.0,10839,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,926.0,926.0,GasA,10,1,5.0,926,678,0,1604,0.0,0.0,2,1,3,1,5,7,10,1,TA,Attchd,1997.0,5,2.0,470.0,5,5,3,0,36,0,0,0,0,0,0,nan,0,7,2008,WD,Normal,181000,36,36
435,180,RM,21.0,1890,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,7,CBlock,7,5,3,5.0,495.0,2.0,0.0,135.0,630.0,GasA,7,1,5.0,630,0,0,630,1.0,0.0,1,0,1,1,5,3,10,0,nan,nan,,0,0.0,0.0,0,0,3,88,0,0,0,0,0,0,0,nan,0,6,2008,WD,Normal,81000,88,88
436,60,RL,43.0,10667,Pave,nan,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,10.0,385.0,5.0,344.0,70.0,799.0,GasA,10,1,5.0,827,834,0,1661,1.0,0.0,2,1,3,1,7,6,10,1,TA,Attchd,1996.0,3,2.0,550.0,5,5,3,158,61,0,0,0,0,0,0,nan,0,4,2009,ConLw,Normal,212000,219,219
437,50,RM,40.0,4400,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,5,5,BrkTil,3,5,1,2.0,0.0,2.0,0.0,648.0,648.0,GasA,5,1,3.0,734,384,0,1118,0.0,0.0,1,0,2,1,5,6,10,0,nan,Detchd,1990.0,2,2.0,440.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,10,2006,WD,Normal,116000,0,0
438,45,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,7,5,PConc,5,5,1,2.0,0.0,2.0,0.0,884.0,884.0,GasA,7,1,5.0,904,0,0,904,0.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1926.0,2,1.0,180.0,5,5,3,0,0,105,0,0,0,0,0,nan,0,1,2009,WD,Normal,119000,105,105
